ID,name,score1,score2
2130,Student_2130,84,89
2131,Student_2131,53,52
2132,Student_2132,89,82
2133,Student_2133,86,80
2134,Student_2134,54,55
2135,Student_2135,55,91
2136,Student_2136,58,56
2137,Student_2137,60,50
2138,Student_2138,68,81
2139,Student_2139,73,97
2140,Student_2140,86,77
2141,Student_2141,77,68
2142,Student_2142,60,87
2143,Student_2143,65,93
2144,Student_2144,57,59
2145,Student_2145,67,92
2146,Student_2146,93,73
2147,Student_2147,96,70
2148,Student_2148,88,65
2149,Student_2149,95,50
2150,Student_2150,82,98
2151,Student_2151,52,57
2152,Student_2152,50,83
2153,Student_2153,73,58
2154,Student_2154,94,82
2155,Student_2155,50,74
2156,Student_2156,74,83
2157,Student_2157,53,84
2158,Student_2158,70,92
2159,Student_2159,94,89
2160,Student_2160,65,58
2161,Student_2161,98,93
2162,Student_2162,56,82
2163,Student_2163,69,70
2164,Student_2164,94,80
2165,Student_2165,88,64
2166,Student_2166,98,100
2167,Student_2167,94,72
2168,Student_2168,98,75
2169,Student_2169,78,60
2170,Student_2170,50,73
2171,Student_2171,75,69
2172,Student_2172,89,80
2173,Student_2173,82,75
2174,Student_2174,79,85
2175,Student_2175,85,97
2176,Student_2176,91,89
2177,Student_2177,52,68
2178,Student_2178,63,54
2179,Student_2179,78,61
2180,Student_2180,84,60
2181,Student_2181,66,51
2182,Student_2182,57,96
2183,Student_2183,98,76
2184,Student_2184,88,65
2185,Student_2185,77,54
2186,Student_2186,70,73
2187,Student_2187,60,100
2188,Student_2188,99,100
2189,Student_2189,68,82
2190,Student_2190,54,98
2191,Student_2191,59,50
2192,Student_2192,100,64
2193,Student_2193,81,62
2194,Student_2194,75,80
2195,Student_2195,99,55
2196,Student_2196,55,86
2197,Student_2197,70,87
2198,Student_2198,92,81
2199,Student_2199,98,68
2200,Student_2200,53,68
2201,Student_2201,90,77
2202,Student_2202,90,72
2203,Student_2203,51,100
2204,Student_2204,84,71
2205,Student_2205,71,53
2206,Student_2206,65,94
2207,Student_2207,52,54
2208,Student_2208,86,67
2209,Student_2209,72,53
2210,Student_2210,83,82
2211,Student_2211,90,52
2212,Student_2212,95,66
2213,Student_2213,51,52
2214,Student_2214,85,58
2215,Student_2215,62,87
2216,Student_2216,93,55
2217,Student_2217,72,57
2218,Student_2218,63,97
2219,Student_2219,82,78
2220,Student_2220,95,61
2221,Student_2221,89,78
2222,Student_2222,57,91
2223,Student_2223,61,71
2224,Student_2224,96,90
2225,Student_2225,74,59
2226,Student_2226,72,68
2227,Student_2227,69,85
2228,Student_2228,91,51
2229,Student_2229,93,50
2230,Student_2230,52,62
2231,Student_2231,77,72
2232,Student_2232,87,99
2233,Student_2233,65,90
2234,Student_2234,83,76
2235,Student_2235,62,59
2236,Student_2236,64,69
2237,Student_2237,70,77
2238,Student_2238,91,57
2239,Student_2239,89,85
2240,Student_2240,63,71
2241,Student_2241,63,84
2242,Student_2242,67,61
2243,Student_2243,92,59
2244,Student_2244,50,84
2245,Student_2245,61,51
2246,Student_2246,85,52
2247,Student_2247,64,84
2248,Student_2248,85,76
2249,Student_2249,61,84
2250,Student_2250,79,83
2251,Student_2251,88,69
2252,Student_2252,64,76
2253,Student_2253,95,50
2254,Student_2254,90,61
2255,Student_2255,57,85
2256,Student_2256,74,65
2257,Student_2257,88,89
2258,Student_2258,50,74
2259,Student_2259,80,54
2260,Student_2260,98,66
2261,Student_2261,92,80
2262,Student_2262,53,55
2263,Student_2263,69,50
2264,Student_2264,83,83
2265,Student_2265,50,92
2266,Student_2266,96,64
2267,Student_2267,56,98
2268,Student_2268,95,65
2269,Student_2269,65,66
2270,Student_2270,52,74
2271,Student_2271,71,61
2272,Student_2272,76,99
2273,Student_2273,50,53
2274,Student_2274,92,100
2275,Student_2275,61,74
2276,Student_2276,72,52
2277,Student_2277,57,70
2278,Student_2278,82,65
2279,Student_2279,63,85
2280,Student_2280,99,85
2281,Student_2281,67,82
2282,Student_2282,79,57
2283,Student_2283,93,69
2284,Student_2284,100,74
2285,Student_2285,98,51
2286,Student_2286,86,57
2287,Student_2287,65,74
2288,Student_2288,65,57
2289,Student_2289,52,89
2290,Student_2290,62,53
2291,Student_2291,95,72
2292,Student_2292,78,69
2293,Student_2293,61,51
2294,Student_2294,96,71
2295,Student_2295,81,75
2296,Student_2296,89,88
2297,Student_2297,76,79
2298,Student_2298,91,83
2299,Student_2299,65,67
2300,Student_2300,50,80
2301,Student_2301,64,68
2302,Student_2302,59,50
2303,Student_2303,65,76
2304,Student_2304,89,90
2305,Student_2305,93,76
2306,Student_2306,58,99
2307,Student_2307,86,75
2308,Student_2308,72,52
2309,Student_2309,86,51
2310,Student_2310,88,62
2311,Student_2311,81,97
2312,Student_2312,56,70
2313,Student_2313,97,72
2314,Student_2314,75,95
2315,Student_2315,95,61
2316,Student_2316,79,96
2317,Student_2317,95,52
2318,Student_2318,62,55
2319,Student_2319,81,60
2320,Student_2320,94,81
2321,Student_2321,74,99
2322,Student_2322,61,82
2323,Student_2323,70,88
2324,Student_2324,63,98
2325,Student_2325,71,75
2326,Student_2326,75,73
2327,Student_2327,53,79
2328,Student_2328,87,82
2329,Student_2329,92,93
2330,Student_2330,82,73
2331,Student_2331,66,70
2332,Student_2332,99,85
2333,Student_2333,94,60
2334,Student_2334,55,72
2335,Student_2335,53,76
2336,Student_2336,50,60
2337,Student_2337,73,62
2338,Student_2338,89,80
2339,Student_2339,72,91
2340,Student_2340,89,94
2341,Student_2341,71,89
2342,Student_2342,59,63
2343,Student_2343,77,94
2344,Student_2344,56,79
2345,Student_2345,97,95
2346,Student_2346,99,57
2347,Student_2347,83,65
2348,Student_2348,65,70
2349,Student_2349,55,60
2350,Student_2350,56,77
2351,Student_2351,50,73
2352,Student_2352,98,84
2353,Student_2353,67,75
2354,Student_2354,63,70
2355,Student_2355,61,59
2356,Student_2356,58,55
2357,Student_2357,92,86
2358,Student_2358,66,95
2359,Student_2359,80,83
2360,Student_2360,69,62
2361,Student_2361,100,81
2362,Student_2362,65,95
2363,Student_2363,97,52
2364,Student_2364,91,84
2365,Student_2365,72,75
2366,Student_2366,97,85
2367,Student_2367,66,73
2368,Student_2368,84,91
2369,Student_2369,92,54
2370,Student_2370,91,80
2371,Student_2371,67,50
2372,Student_2372,85,97
2373,Student_2373,89,80
2374,Student_2374,52,76
2375,Student_2375,86,57
2376,Student_2376,96,82
2377,Student_2377,55,83
2378,Student_2378,99,95
2379,Student_2379,80,66
2380,Student_2380,54,78
2381,Student_2381,96,75
2382,Student_2382,89,83
2383,Student_2383,67,78
2384,Student_2384,88,81
2385,Student_2385,67,68
2386,Student_2386,55,82
2387,Student_2387,67,51
2388,Student_2388,64,61
2389,Student_2389,52,96
2390,Student_2390,81,91
2391,Student_2391,76,92
2392,Student_2392,71,75
2393,Student_2393,81,93
2394,Student_2394,81,97
2395,Student_2395,56,57
2396,Student_2396,93,53
2397,Student_2397,76,61
2398,Student_2398,90,50
2399,Student_2399,53,65
2400,Student_2400,84,50
2401,Student_2401,97,99
2402,Student_2402,78,58
2403,Student_2403,78,62
2404,Student_2404,95,80
2405,Student_2405,52,81
2406,Student_2406,74,98
2407,Student_2407,75,93
2408,Student_2408,94,50
2409,Student_2409,54,83
2410,Student_2410,87,72
2411,Student_2411,99,80
2412,Student_2412,76,67
2413,Student_2413,83,76
2414,Student_2414,82,71
2415,Student_2415,70,81
2416,Student_2416,68,54
2417,Student_2417,54,61
2418,Student_2418,97,93
2419,Student_2419,91,81
2420,Student_2420,85,94
2421,Student_2421,83,72
2422,Student_2422,61,58
2423,Student_2423,83,86
2424,Student_2424,69,76
2425,Student_2425,85,84
2426,Student_2426,74,52
2427,Student_2427,88,62
2428,Student_2428,62,82
2429,Student_2429,61,53
2430,Student_2430,98,81
2431,Student_2431,100,77
2432,Student_2432,85,58
2433,Student_2433,60,84
2434,Student_2434,79,89
2435,Student_2435,64,61
2436,Student_2436,95,61
2437,Student_2437,93,73
2438,Student_2438,85,62
2439,Student_2439,64,80
2440,Student_2440,63,70
2441,Student_2441,80,100
2442,Student_2442,87,78
2443,Student_2443,54,75
2444,Student_2444,85,95
2445,Student_2445,56,78
2446,Student_2446,62,99
2447,Student_2447,82,76
2448,Student_2448,68,57
2449,Student_2449,96,92
2450,Student_2450,52,61
2451,Student_2451,86,65
2452,Student_2452,63,80
2453,Student_2453,67,87
2454,Student_2454,72,87
2455,Student_2455,96,72
2456,Student_2456,61,71
2457,Student_2457,70,95
2458,Student_2458,58,91
2459,Student_2459,65,88
2460,Student_2460,85,51
2461,Student_2461,73,54
2462,Student_2462,61,89
2463,Student_2463,76,97
2464,Student_2464,59,100
2465,Student_2465,78,67
2466,Student_2466,70,75
2467,Student_2467,92,99
2468,Student_2468,57,86
2469,Student_2469,67,91
2470,Student_2470,55,68
2471,Student_2471,100,97
2472,Student_2472,67,94
2473,Student_2473,63,56
2474,Student_2474,55,87
2475,Student_2475,96,92
2476,Student_2476,84,55
2477,Student_2477,87,67
2478,Student_2478,53,78
2479,Student_2479,77,73
2480,Student_2480,52,55
2481,Student_2481,96,93
2482,Student_2482,62,99
2483,Student_2483,98,88
2484,Student_2484,73,66
2485,Student_2485,95,59
2486,Student_2486,64,89
2487,Student_2487,90,60
2488,Student_2488,58,90
2489,Student_2489,77,100
2490,Student_2490,53,89
2491,Student_2491,62,98
2492,Student_2492,81,62
2493,Student_2493,87,88
2494,Student_2494,100,67
2495,Student_2495,84,80
2496,Student_2496,95,97
2497,Student_2497,67,94
2498,Student_2498,78,67
2499,Student_2499,50,77
2500,Student_2500,69,98
2501,Student_2501,79,63
2502,Student_2502,50,52
2503,Student_2503,87,74
2504,Student_2504,87,51
2505,Student_2505,58,76
2506,Student_2506,57,88
2507,Student_2507,81,60
2508,Student_2508,53,52
2509,Student_2509,71,87
2510,Student_2510,80,78
2511,Student_2511,78,74
2512,Student_2512,69,59
2513,Student_2513,64,91
2514,Student_2514,77,64
2515,Student_2515,91,51
2516,Student_2516,71,56
2517,Student_2517,76,85
2518,Student_2518,89,75
2519,Student_2519,95,65
2520,Student_2520,75,78
2521,Student_2521,79,79
2522,Student_2522,59,92
2523,Student_2523,84,79
2524,Student_2524,94,54
2525,Student_2525,51,57
2526,Student_2526,69,73
2527,Student_2527,83,57
2528,Student_2528,85,96
2529,Student_2529,62,99
2530,Student_2530,88,96
2531,Student_2531,84,68
2532,Student_2532,60,61
2533,Student_2533,58,75
2534,Student_2534,84,82
2535,Student_2535,100,99
2536,Student_2536,71,60
2537,Student_2537,66,61
2538,Student_2538,76,82
2539,Student_2539,82,83
2540,Student_2540,80,81
2541,Student_2541,81,56
2542,Student_2542,57,99
2543,Student_2543,97,73
2544,Student_2544,72,55
2545,Student_2545,67,51
2546,Student_2546,73,74
2547,Student_2547,62,97
2548,Student_2548,63,85
2549,Student_2549,67,70
2550,Student_2550,80,53
2551,Student_2551,69,50
2552,Student_2552,57,77
2553,Student_2553,56,65
2554,Student_2554,56,91
2555,Student_2555,62,68
2556,Student_2556,60,75
2557,Student_2557,69,61
2558,Student_2558,60,54
2559,Student_2559,89,82
2560,Student_2560,54,74
2561,Student_2561,83,85
2562,Student_2562,77,65
2563,Student_2563,58,72
2564,Student_2564,64,85
2565,Student_2565,84,82
2566,Student_2566,56,90
2567,Student_2567,63,62
2568,Student_2568,54,90
2569,Student_2569,99,79
2570,Student_2570,53,55
2571,Student_2571,96,91
2572,Student_2572,60,65
2573,Student_2573,56,76
2574,Student_2574,64,86
2575,Student_2575,65,76
2576,Student_2576,51,75
2577,Student_2577,88,91
2578,Student_2578,52,89
2579,Student_2579,78,100
2580,Student_2580,67,51
2581,Student_2581,75,72
2582,Student_2582,90,60
2583,Student_2583,68,93
2584,Student_2584,69,60
2585,Student_2585,100,78
2586,Student_2586,99,78
2587,Student_2587,51,69
2588,Student_2588,95,93
2589,Student_2589,75,83
2590,Student_2590,70,78
2591,Student_2591,66,92
2592,Student_2592,94,77
2593,Student_2593,53,66
2594,Student_2594,80,72
2595,Student_2595,60,82
2596,Student_2596,97,61
2597,Student_2597,56,62
2598,Student_2598,75,55
2599,Student_2599,79,61
2600,Student_2600,74,52
2601,Student_2601,64,69
2602,Student_2602,57,65
2603,Student_2603,73,81
2604,Student_2604,66,93
2605,Student_2605,51,93
2606,Student_2606,99,75
2607,Student_2607,63,79
2608,Student_2608,94,84
2609,Student_2609,54,55
2610,Student_2610,94,76
2611,Student_2611,84,53
2612,Student_2612,57,76
2613,Student_2613,90,79
2614,Student_2614,92,63
2615,Student_2615,96,85
2616,Student_2616,59,89
2617,Student_2617,71,82
2618,Student_2618,99,88
2619,Student_2619,82,79
2620,Student_2620,66,100
2621,Student_2621,70,57
2622,Student_2622,77,97
2623,Student_2623,95,64
2624,Student_2624,91,87
2625,Student_2625,66,83
2626,Student_2626,78,63
2627,Student_2627,70,75
2628,Student_2628,94,72
2629,Student_2629,74,81
2630,Student_2630,75,89
2631,Student_2631,52,68
2632,Student_2632,95,72
2633,Student_2633,67,87
2634,Student_2634,83,77
2635,Student_2635,96,61
2636,Student_2636,77,82
2637,Student_2637,72,89
2638,Student_2638,90,88
2639,Student_2639,100,78
2640,Student_2640,88,59
2641,Student_2641,73,100
2642,Student_2642,71,96
2643,Student_2643,72,71
2644,Student_2644,67,87
2645,Student_2645,82,74
2646,Student_2646,87,59
2647,Student_2647,57,84
2648,Student_2648,99,72
2649,Student_2649,96,58
2650,Student_2650,89,82
2651,Student_2651,83,98
2652,Student_2652,92,57
2653,Student_2653,52,68
2654,Student_2654,65,99
2655,Student_2655,98,68
2656,Student_2656,71,53
2657,Student_2657,61,65
2658,Student_2658,94,56
2659,Student_2659,62,50
2660,Student_2660,56,76
2661,Student_2661,61,63
2662,Student_2662,94,56
2663,Student_2663,60,53
2664,Student_2664,83,88
2665,Student_2665,50,79
2666,Student_2666,76,82
2667,Student_2667,91,80
2668,Student_2668,55,56
2669,Student_2669,99,66
2670,Student_2670,55,57
2671,Student_2671,76,90
2672,Student_2672,72,93
2673,Student_2673,62,82
2674,Student_2674,77,55
2675,Student_2675,68,71
2676,Student_2676,72,98
2677,Student_2677,63,78
2678,Student_2678,73,89
2679,Student_2679,100,56
2680,Student_2680,100,75
2681,Student_2681,100,87
2682,Student_2682,52,73
2683,Student_2683,62,80
2684,Student_2684,65,72
2685,Student_2685,84,76
2686,Student_2686,77,61
2687,Student_2687,51,100
2688,Student_2688,78,59
2689,Student_2689,85,66
2690,Student_2690,79,84
2691,Student_2691,67,56
2692,Student_2692,71,60
2693,Student_2693,84,72
2694,Student_2694,83,74
2695,Student_2695,53,60
2696,Student_2696,75,57
2697,Student_2697,85,60
2698,Student_2698,58,76
2699,Student_2699,76,90
2700,Student_2700,84,78
2701,Student_2701,95,78
2702,Student_2702,86,72
2703,Student_2703,98,52
2704,Student_2704,57,79
2705,Student_2705,70,62
2706,Student_2706,54,75
2707,Student_2707,81,72
2708,Student_2708,56,91
2709,Student_2709,98,70
2710,Student_2710,63,53
2711,Student_2711,87,90
2712,Student_2712,91,87
2713,Student_2713,61,75
2714,Student_2714,77,79
2715,Student_2715,73,76
2716,Student_2716,77,80
2717,Student_2717,83,76
2718,Student_2718,51,78
2719,Student_2719,89,83
2720,Student_2720,79,62
2721,Student_2721,67,55
2722,Student_2722,58,95
2723,Student_2723,90,73
2724,Student_2724,68,61
2725,Student_2725,75,60
2726,Student_2726,69,88
2727,Student_2727,82,83
2728,Student_2728,82,69
2729,Student_2729,68,81
2730,Student_2730,57,70
2731,Student_2731,74,91
2732,Student_2732,66,62
2733,Student_2733,67,72
2734,Student_2734,94,84
2735,Student_2735,59,94
2736,Student_2736,82,99
2737,Student_2737,80,68
2738,Student_2738,50,97
2739,Student_2739,91,68
2740,Student_2740,92,82
2741,Student_2741,97,89
2742,Student_2742,85,81
2743,Student_2743,60,93
2744,Student_2744,65,67
2745,Student_2745,81,67
2746,Student_2746,83,98
2747,Student_2747,62,84
2748,Student_2748,99,50
2749,Student_2749,74,55
2750,Student_2750,86,54
2751,Student_2751,70,56
2752,Student_2752,68,75
2753,Student_2753,75,97
2754,Student_2754,78,65
2755,Student_2755,72,69
2756,Student_2756,58,59
2757,Student_2757,70,80
2758,Student_2758,98,62
2759,Student_2759,67,92
2760,Student_2760,93,87
2761,Student_2761,56,88
2762,Student_2762,80,54
2763,Student_2763,67,96
2764,Student_2764,98,50
2765,Student_2765,69,63
2766,Student_2766,59,56
2767,Student_2767,78,84
2768,Student_2768,98,72
2769,Student_2769,81,62
2770,Student_2770,52,70
2771,Student_2771,65,65
2772,Student_2772,51,70
2773,Student_2773,100,61
2774,Student_2774,74,67
2775,Student_2775,59,86
2776,Student_2776,96,74
2777,Student_2777,59,60
2778,Student_2778,58,78
2779,Student_2779,75,63
2780,Student_2780,93,68
2781,Student_2781,52,93
2782,Student_2782,58,51
2783,Student_2783,63,69
2784,Student_2784,81,90
2785,Student_2785,86,68
2786,Student_2786,97,98
2787,Student_2787,61,87
2788,Student_2788,88,50
2789,Student_2789,89,73
2790,Student_2790,63,60
2791,Student_2791,75,93
2792,Student_2792,56,83
2793,Student_2793,91,56
2794,Student_2794,62,75
2795,Student_2795,76,62
2796,Student_2796,53,75
2797,Student_2797,76,55
2798,Student_2798,57,78
2799,Student_2799,75,96
2800,Student_2800,68,94
2801,Student_2801,68,96
2802,Student_2802,65,58
2803,Student_2803,70,93
2804,Student_2804,52,70
2805,Student_2805,91,93
2806,Student_2806,58,55
2807,Student_2807,60,99
2808,Student_2808,97,89
2809,Student_2809,65,60
2810,Student_2810,79,74
2811,Student_2811,68,85
2812,Student_2812,62,95
2813,Student_2813,62,52
2814,Student_2814,85,77
2815,Student_2815,93,55
2816,Student_2816,60,76
2817,Student_2817,59,81
2818,Student_2818,76,62
2819,Student_2819,80,72
2820,Student_2820,80,87
2821,Student_2821,75,96
2822,Student_2822,90,59
2823,Student_2823,71,58
2824,Student_2824,72,92
2825,Student_2825,95,99
2826,Student_2826,64,80
2827,Student_2827,79,79
2828,Student_2828,70,76
2829,Student_2829,79,51
2830,Student_2830,69,65
2831,Student_2831,52,72
2832,Student_2832,58,77
2833,Student_2833,59,89
2834,Student_2834,69,82
2835,Student_2835,84,64
2836,Student_2836,75,51
2837,Student_2837,57,56
2838,Student_2838,59,100
2839,Student_2839,84,64
2840,Student_2840,98,74
2841,Student_2841,73,58
2842,Student_2842,93,77
2843,Student_2843,86,53
2844,Student_2844,57,78
2845,Student_2845,53,81
2846,Student_2846,80,100
2847,Student_2847,65,100
2848,Student_2848,52,84
2849,Student_2849,95,82
2850,Student_2850,61,75
2851,Student_2851,95,57
2852,Student_2852,77,97
2853,Student_2853,63,65
2854,Student_2854,92,84
2855,Student_2855,93,83
2856,Student_2856,81,52
2857,Student_2857,56,74
2858,Student_2858,84,70
2859,Student_2859,56,95
2860,Student_2860,82,65
2861,Student_2861,81,51
2862,Student_2862,88,87
2863,Student_2863,55,53
2864,Student_2864,91,51
2865,Student_2865,87,99
2866,Student_2866,84,95
2867,Student_2867,54,56
2868,Student_2868,63,78
2869,Student_2869,77,86
2870,Student_2870,80,92
2871,Student_2871,72,81
2872,Student_2872,88,73
2873,Student_2873,57,79
2874,Student_2874,70,63
2875,Student_2875,59,91
2876,Student_2876,97,51
2877,Student_2877,73,94
2878,Student_2878,100,80
2879,Student_2879,53,71
2880,Student_2880,99,53
2881,Student_2881,58,56
2882,Student_2882,99,70
2883,Student_2883,55,83
2884,Student_2884,94,75
2885,Student_2885,76,76
2886,Student_2886,80,53
2887,Student_2887,89,62
2888,Student_2888,84,82
2889,Student_2889,61,90
2890,Student_2890,64,71
2891,Student_2891,77,98
2892,Student_2892,64,80
2893,Student_2893,94,50
2894,Student_2894,81,100
2895,Student_2895,77,67
2896,Student_2896,66,99
2897,Student_2897,85,54
2898,Student_2898,71,78
2899,Student_2899,50,87
2900,Student_2900,90,64
2901,Student_2901,72,60
2902,Student_2902,52,96
2903,Student_2903,80,52
2904,Student_2904,69,58
2905,Student_2905,78,57
2906,Student_2906,89,67
2907,Student_2907,66,93
2908,Student_2908,98,68
2909,Student_2909,87,86
2910,Student_2910,82,50
2911,Student_2911,80,83
2912,Student_2912,50,52
2913,Student_2913,60,61
2914,Student_2914,55,68
2915,Student_2915,60,86
2916,Student_2916,91,76
2917,Student_2917,74,57
2918,Student_2918,50,67
2919,Student_2919,64,77
2920,Student_2920,78,78
2921,Student_2921,96,82
2922,Student_2922,99,71
2923,Student_2923,59,54
2924,Student_2924,87,95
2925,Student_2925,78,92
2926,Student_2926,86,75
2927,Student_2927,76,51
2928,Student_2928,75,91
2929,Student_2929,57,86
2930,Student_2930,89,74
2931,Student_2931,100,76
2932,Student_2932,98,64
2933,Student_2933,54,94
2934,Student_2934,65,100
2935,Student_2935,95,76
2936,Student_2936,63,91
2937,Student_2937,69,84
2938,Student_2938,94,50
2939,Student_2939,57,94
2940,Student_2940,75,79
2941,Student_2941,59,64
2942,Student_2942,51,99
2943,Student_2943,68,75
2944,Student_2944,70,100
2945,Student_2945,57,50
2946,Student_2946,60,54
2947,Student_2947,92,84
2948,Student_2948,51,92
2949,Student_2949,82,66
2950,Student_2950,75,80
2951,Student_2951,93,68
2952,Student_2952,78,59
2953,Student_2953,68,59
2954,Student_2954,92,60
2955,Student_2955,53,80
2956,Student_2956,51,64
2957,Student_2957,75,90
2958,Student_2958,85,55
2959,Student_2959,100,74
2960,Student_2960,96,50
2961,Student_2961,58,87
2962,Student_2962,62,83
2963,Student_2963,87,91
2964,Student_2964,68,65
2965,Student_2965,62,70
2966,Student_2966,76,88
2967,Student_2967,53,75
2968,Student_2968,88,86
2969,Student_2969,63,81
2970,Student_2970,65,95
2971,Student_2971,63,81
2972,Student_2972,61,90
2973,Student_2973,73,54
2974,Student_2974,90,67
2975,Student_2975,56,87
2976,Student_2976,95,56
2977,Student_2977,67,76
2978,Student_2978,85,61
2979,Student_2979,89,52
2980,Student_2980,68,76
2981,Student_2981,81,57
2982,Student_2982,52,57
2983,Student_2983,63,53
2984,Student_2984,89,70
2985,Student_2985,81,88
2986,Student_2986,98,50
2987,Student_2987,59,92
2988,Student_2988,50,93
2989,Student_2989,75,83
2990,Student_2990,56,57
2991,Student_2991,68,58
2992,Student_2992,94,59
2993,Student_2993,97,90
2994,Student_2994,55,59
2995,Student_2995,54,65
2996,Student_2996,89,89
2997,Student_2997,95,76
2998,Student_2998,73,71
2999,Student_2999,69,58
3000,Student_3000,89,58
3001,Student_3001,75,98
3002,Student_3002,62,77
3003,Student_3003,96,92
3004,Student_3004,71,74
3005,Student_3005,59,78
3006,Student_3006,95,77
3007,Student_3007,53,95
3008,Student_3008,52,85
3009,Student_3009,75,84
3010,Student_3010,79,64
3011,Student_3011,69,51
3012,Student_3012,58,63
3013,Student_3013,99,65
3014,Student_3014,94,77
3015,Student_3015,54,97
3016,Student_3016,94,56
3017,Student_3017,87,96
3018,Student_3018,86,64
3019,Student_3019,86,74
3020,Student_3020,75,94
3021,Student_3021,58,64
3022,Student_3022,97,85
3023,Student_3023,71,73
3024,Student_3024,97,80
3025,Student_3025,89,51
3026,Student_3026,51,76
3027,Student_3027,62,89
3028,Student_3028,53,83
3029,Student_3029,67,53
3030,Student_3030,74,79
3031,Student_3031,79,100
3032,Student_3032,78,65
3033,Student_3033,73,65
3034,Student_3034,92,50
3035,Student_3035,70,57
3036,Student_3036,60,97
3037,Student_3037,63,90
3038,Student_3038,98,53
3039,Student_3039,70,55
3040,Student_3040,91,59
3041,Student_3041,72,95
3042,Student_3042,87,87
3043,Student_3043,56,51
3044,Student_3044,92,99
3045,Student_3045,99,74
3046,Student_3046,84,55
3047,Student_3047,90,85
3048,Student_3048,60,68
3049,Student_3049,64,97
3050,Student_3050,53,56
3051,Student_3051,60,65
3052,Student_3052,53,59
3053,Student_3053,54,69
3054,Student_3054,55,67
3055,Student_3055,72,55
3056,Student_3056,97,51
3057,Student_3057,77,83
3058,Student_3058,70,76
3059,Student_3059,78,93
3060,Student_3060,98,57
3061,Student_3061,51,60
3062,Student_3062,94,74
3063,Student_3063,94,97
3064,Student_3064,100,66
3065,Student_3065,68,93
3066,Student_3066,50,62
3067,Student_3067,52,66
3068,Student_3068,91,66
3069,Student_3069,76,75
3070,Student_3070,53,72
3071,Student_3071,52,86
3072,Student_3072,93,95
3073,Student_3073,62,69
3074,Student_3074,72,51
3075,Student_3075,91,66
3076,Student_3076,50,87
3077,Student_3077,55,58
3078,Student_3078,69,64
3079,Student_3079,70,62
3080,Student_3080,67,56
3081,Student_3081,97,58
3082,Student_3082,92,90
3083,Student_3083,60,60
3084,Student_3084,73,78
3085,Student_3085,89,84
3086,Student_3086,85,93
3087,Student_3087,74,89
3088,Student_3088,87,90
3089,Student_3089,95,68
3090,Student_3090,95,65
3091,Student_3091,84,96
3092,Student_3092,78,67
3093,Student_3093,88,96
3094,Student_3094,97,81
3095,Student_3095,77,63
3096,Student_3096,65,96
3097,Student_3097,71,95
3098,Student_3098,63,68
3099,Student_3099,93,82
3100,Student_3100,74,82
3101,Student_3101,71,62
3102,Student_3102,60,74
3103,Student_3103,86,58
3104,Student_3104,66,80
3105,Student_3105,80,88
3106,Student_3106,64,67
3107,Student_3107,82,53
3108,Student_3108,84,80
3109,Student_3109,100,96
3110,Student_3110,83,60
3111,Student_3111,93,59
3112,Student_3112,64,73
3113,Student_3113,92,50
3114,Student_3114,88,55
3115,Student_3115,59,98
3116,Student_3116,72,70
3117,Student_3117,95,69
3118,Student_3118,53,68
3119,Student_3119,78,64
3120,Student_3120,51,54
3121,Student_3121,76,68
3122,Student_3122,84,63
3123,Student_3123,93,88
3124,Student_3124,92,75
3125,Student_3125,89,90
3126,Student_3126,95,98
3127,Student_3127,57,66
3128,Student_3128,56,59
3129,Student_3129,60,77
3130,Student_3130,65,51
3131,Student_3131,98,91
3132,Student_3132,59,71
3133,Student_3133,77,98
3134,Student_3134,65,61
3135,Student_3135,88,72
3136,Student_3136,84,86
3137,Student_3137,83,72
3138,Student_3138,62,55
3139,Student_3139,74,55
3140,Student_3140,87,75
3141,Student_3141,99,100
3142,Student_3142,63,92
3143,Student_3143,69,63
3144,Student_3144,53,52
3145,Student_3145,63,68
3146,Student_3146,53,74
3147,Student_3147,55,84
3148,Student_3148,52,89
3149,Student_3149,64,52
3150,Student_3150,53,76
3151,Student_3151,60,51
3152,Student_3152,77,100
3153,Student_3153,86,67
3154,Student_3154,58,70
3155,Student_3155,94,59
3156,Student_3156,67,79
3157,Student_3157,71,79
3158,Student_3158,92,59
3159,Student_3159,72,68
3160,Student_3160,58,66
3161,Student_3161,73,60
3162,Student_3162,81,91
3163,Student_3163,98,68
3164,Student_3164,53,66
3165,Student_3165,89,94
3166,Student_3166,74,72
3167,Student_3167,77,58
3168,Student_3168,85,67
3169,Student_3169,90,52
3170,Student_3170,59,77
3171,Student_3171,54,75
3172,Student_3172,79,63
3173,Student_3173,75,61
3174,Student_3174,62,65
3175,Student_3175,70,97
3176,Student_3176,98,91
3177,Student_3177,76,58
3178,Student_3178,72,58
3179,Student_3179,55,50
3180,Student_3180,77,57
3181,Student_3181,61,76
3182,Student_3182,77,100
3183,Student_3183,63,63
3184,Student_3184,75,58
3185,Student_3185,50,99
3186,Student_3186,82,68
3187,Student_3187,66,62
3188,Student_3188,86,57
3189,Student_3189,100,78
3190,Student_3190,79,76
3191,Student_3191,66,79
3192,Student_3192,63,66
3193,Student_3193,94,53
3194,Student_3194,67,54
3195,Student_3195,58,64
3196,Student_3196,81,87
3197,Student_3197,60,98
3198,Student_3198,72,100
3199,Student_3199,60,64
3200,Student_3200,58,100
3201,Student_3201,50,85
3202,Student_3202,55,86
3203,Student_3203,83,62
3204,Student_3204,80,100
3205,Student_3205,81,74
